mr,ref,score
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Browns Cambridge, located in riverside near the Crowne Plaza Hotel, is a well liked English coffee shop that offers a children friendly atmosphere.",1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Browns Cambridge is a coffee shop that is family friendly and serves British food. it is down the road from Crowne Plaza Hotel.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Browns Cambridge is a coffee shop that is family friendly and serves British food. it is down the road from Crowne Plaza Hotel.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",The Browns Cambridge is near Crowne Plaza Hotel.  It is a kids friendly coffee shop that serves English food with a high customer rating.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",The Browns Cambridge is kids friendly coffee shop that serves English food.  It is near Crowne Plaza Hotel and has a high customer rating.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",Browns Cambridge is a coffee shop that provides English food.  It is not a family-friendly establishment.  It is located in the city centre near Crowne Plaza Hotel.  It has a low customer rating.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",There is a family-friendly coffee shop Browns Cambridge that serves English food located in the center of the city near Crowne Plaza Hotel that has low customer rating.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",Browns Cambridge is a family-friendly coffee shop that is located near the Crowne Plaza Hotel which is outside the city centre.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",Browns Cambridge found near Crowne Plaza Hotel in riverside is a non family-friendly coffee shop that serves English foods and a low customer rating.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]","In the riverside, near to Crowne Plaza Hotel is located a coffee shop named Browns Cambridge that offers English food and it has low customer rating. There is no family area.",1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",Located near  the Crowne Plaza Hotel is a coffee shop that has something on the menu for the whole family called Browns Cambridge.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]","Browns Cambridge is a English food, coffee shop that is not family-friendly near Crowne Plaza Hotel in riverside with a low customer rating.",1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Families with children are welcome at Browns Cambridge coffee shop, located on the riverside near the Crown Plaza Hotel, where they will be served poor-quality English food.",1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Near Crown Plaza Hotel by the riverside is Browns Cambridge, a family friendly coffee shop that serves English food. It has a low customer rating.",1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Browns Cambridge is a coffee shop serving English food.   Although given low customer ratings, it is family friendly.  It is located near Crown Plaza Hotel in the riverside area.",2
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Browns Cambridge is a family friendly coffee shop which serves English food.    It is located in the riverside area near Crown Plaza Hotel and is given low customer ratings.,1
"name[Browns Cambridge], eatType[coffee shop], food[English], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Browns Cambridge is a family friendly coffee shop that serves English food. It has a low customer rating, and is located by the riverside near Crown Plaza Hotel.",1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[1 out of 5], area[riverside], near[Clare Hall]",Clowns is a coffee shop in the riverside area near Clare Hall that has a rating 1 out of 5. They serve Chinese food.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[1 out of 5], area[riverside], near[Clare Hall]",The Chinese coffee shop by the riverside near Clare Hall that only has a customer rating of 1 out of 5 is called Clowns.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[3 out of 5], area[riverside], near[Clare Hall]",In Riverside there is a 3 out of 5 rated coffee shop called Clowns that serves Chinese food near Clare Hall.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[3 out of 5], area[riverside], near[Clare Hall]",Near Clare Hall in Riverside is a coffee shop named Clowns that serves Chinese food and is rated 3 out of 5.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[5 out of 5], area[riverside], near[Clare Hall]","Clowns is a coffee shop located in the riverside near the Clare Hall that provides Chinese food, with a customer rating of 5 out of 5.",1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[5 out of 5], area[riverside], near[Clare Hall]",Clowns is a coffee shop that serves Chinese food. It is located in the riverside near the Clare Hall and has a customer rating of 5 out of 5.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[5 out of 5], area[riverside], near[Clare Hall]",The Clowns is a coffee shop that offers Chinese food with a customer rating of 5 out of 5 in the riverside area near Clare Hall.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], near[Clare Hall]",Clowns is a coffee shop that also serves Chinese food with an average customer rating and is located in the city near Clare Hall.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], near[Clare Hall]",Clowns is a coffee shop that serves Indian food near Clare Hall and located within the city centre and has an overall average customer rating.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], near[Clare Hall]",Clowns is a coffee shop which also serves Chinese food.  It is located near Clare Hall in the city centre and with an average customer rating.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], near[Clare Hall]",Clowns is an average rated restaurant in the city centre near Clare Hall. It is a coffee shop that serves Chinese food.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], near[Clare Hall]",Clowns is a Chinese coffee shop that has an average customer rating.  It is located near Clare Hall in the riverside area.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], near[Clare Hall]","Near to Clare Hall, by the river, there's a Chinese coffee shop called Clowns that is highly rated.",1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], near[Clare Hall]","A low rated coffee shop in the city centre near Clare Hall is Clowns, which serves Chinese food.",1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], near[Clare Hall]",Clowns is a coffee shop that serves Chinese food at a low price. It is located in the city centre near Clare Hall.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], near[Clare Hall]","If you're looking for a coffee shop serving Chinese food in the centre of the city, check out Clowns. Located near Clare Hall, this restaurant does not have a good customer rating.",2
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], near[Clare Hall]",Clowns is a low-priced coffee shop in the city centre near Clare Hall that serves Chinese food.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], near[Clare Hall]",Clowns is a low rated coffee shop that also serves Chinese food in the riverside area near Clare Hall.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], near[Clare Hall]",Clowns is a coffee shop that serves low rated Chinese food near Clare Hall in the riverside area.,1
"name[Clowns], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], near[Clare Hall]","Clare Hall near the riverside there are two low rated restaurants, where Clowns eat - a coffee shop and a Chinese take out.",1
